lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max,level,real_risk
1,0,1,stop,stop,from_right,0,0,0,0,1,0,1,0.0001513322916387,0.0001493144,0.0001576661,5.61300566220735,4.999844,7.260246,2.24480788752508,0.01649017,5.233219,hard,warning
1,0,1,straight,stop,opposite_direction,0,0,0,0,0,0,0,3.05123318904615,0.000150974,9.271804,5.63090253846153,3.616858,9.462595,18.5955383760683,16.34264,20.77322,hard,warning
2,1,1,turn left,straight,from_left,0,0,0,0,0,1,1,1.949395769975,0.002839971,17.78645,8.106754225,7.034238,9.457953,14.02362725,13.66357,14.39218,hard,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,29.9387315555555,29.60304,30.0073,6.37737737777777,5.458451,8.528696,22.6801691111111,21.32718,23.49432,hard,warning
2,0,1,stop,straight,same_direction,0,0,0,0,1,0,1,42.9219326760563,42.71372,43.00536,5.24542112676056,3.237259,9.414286,1.35925029929577,0.05204086,4.204607,normal,warning
4,1,0,stop,turn left,from_right,1,0,0,0,1,0,1,3.85903502182908,1.070738e-07,20.00003,4.679953628125,3.550866,9.544602,4.2697584210625,0.04057761,7.069465,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,2.46320157948113,9.888264e-05,7.311118,6.39181179545454,5.55846,8.877303,21.4909663636363,20.33916,22.63981,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,1,0,1,19.9858072580645,19.86667,20.0,6.63883688709677,5.698786,8.951022,15.3882708064516,15.17078,15.87629,normal,warning
1,0,1,stop,stop,same_direction,0,0,0,0,0,0,0,3.27717479526744,0.0003758825,13.92318,8.99141304651162,8.844593,9.525809,0.0089564377674418,0.001071976,0.01437633,easy,danger
1,1,1,stop,turn_right,from_left,0,0,1,0,1,0,1,26.0292116438356,23.79561,33.15124,4.09159417671232,0.6306763,8.957755,0.457792862954109,0.0007008073,2.858733,hard,danger
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,22.9674963888888,20.19851,25.73648,4.82956381944444,2.309172,9.448173,22.0587691666666,21.30697,22.8028,normal,warning
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,6.18645003921568e-05,5.889058e-05,6.504732e-05,6.33364966666666,3.173847,9.543186,25.3340017647058,20.90012,26.0086,hard,warning
3,1,1,turn_right,straight,from_left,0,0,0,0,0,0,0,8.82674673825503,5.866756,11.78672,6.29004067785234,5.866268,7.226336,4.31348398657718,2.764706,5.676788,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.2322728571428,47.48059,50.00567,6.30741417857142,5.21482,8.77919,37.5297982142857,37.1609,37.88732,normal,warning
2,1,1,turn left,stop,same_direction,0,0,0,0,1,1,1,15.887193669356,0.000152366,36.01492,4.82068368783068,1.829217,9.520147,13.8731861375661,11.57643,16.02863,normal,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,8.29110910655737e-05,7.43092e-05,9.470676e-05,7.58396885245901,5.86698,9.485765,7.36920836885245,6.006835,9.286287,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,52.3035645535714,42.29991,62.30861,5.25516655357142,2.900124,9.208106,25.8111976785714,25.52978,25.93547,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8992742307692,49.40689,50.0005,6.79542519230769,5.998793,8.71108,31.7650392307692,31.1334,32.42684,easy,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,16.501479965616,9.647115,20.00005,3.72888266762177,1.66105,7.060308,16.6442537535816,6.189211,43.05401,normal,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,40.8706608695652,39.90231,41.83916,5.6848044347826,4.418386,6.993913,18.4301826086956,18.12397,18.73628,hard,warning
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,0.0001234744445098,9.888264e-05,0.000148083,4.27081267647058,1.322406,9.48785,33.4905849019607,30.90471,36.21624,normal,danger
2,0,1,turn_right,straight,opposite_direction,1,0,1,0,0,0,1,49.7821633333333,49.40001,50.00206,7.11800008333333,6.715389,8.170333,9.95487025,9.171623,10.56045,hard,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,29.903335,29.46667,30.00001,6.34127045833333,5.354537,8.698336,19.9488975,19.40134,20.52835,hard,warning
2,1,0,turn_right,stop,same_direction,0,0,0,0,0,0,0,5.34832583333333e-07,2.146412e-07,8.158631e-07,8.65290354166666,7.955347,9.339314,10.9979291666666,10.90954,11.1024,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.9586426865671,19.86668,20.00008,5.27770620895522,3.217058,9.384683,26.7628441791044,26.73343,26.77538,hard,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,19.9639544444444,19.86666,20.00038,6.23796619047619,4.993742,9.092248,21.8401584126984,21.58578,22.00072,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.9080025925925,49.49399,50.00102,6.07483629629629,4.727917,9.001223,48.9415388888888,47.90451,49.9892,normal,warning
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,25.9474193987975,25.82666,26.00004,3.05584727855711,2.195211,3.90013,26.8058179158316,24.35506,28.91823,hard,warning
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.970131025641,19.86672,20.00031,5.98510002564102,4.653743,8.943422,14.4209338461538,13.79186,15.11968,hard,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,21.0013320689655,16.59292,23.81322,6.01592934482758,4.799952,8.855292,28.5062110344827,28.36993,28.63788,hard,warning
1,1,1,straight,stop,from_left,1,0,1,0,0,1,1,0.051257828857533,7.495165e-07,0.8832394,2.611760112,0.0,4.1062,3.23475358625999,0.02826973,7.011931,hard,collision
2,1,1,turn_right,stop,opposite_direction,0,0,0,0,0,1,1,29.9450632692307,29.78,30.01233,6.01746388461538,5.67365,7.014995,13.6630975,13.61009,13.72072,normal,warning
2,1,1,straight,turn_right,from_right,0,0,0,0,0,0,0,5.49607827541817,7.789618e-05,10.99207,4.22796993913043,2.704025,7.060685,7.55737486521739,5.467934,9.886101,hard,warning
2,0,1,straight,straight,opposite_direction,1,0,1,0,0,0,1,69.9223361764706,69.40002,70.00002,6.13377,4.871733,8.917686,6.74019694117647,6.483767,7.300741,hard,warning
1,0,1,straight,stop,opposite_direction,0,0,0,0,0,0,0,0.00037150589375,0.0001371615,0.00143859,6.40622111458333,5.247004,9.19753,26.288568125,25.98095,26.40713,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,19.9674203703703,19.86667,20.00002,6.29710511111111,5.453548,7.134429,7.38930596296296,6.944497,7.794418,hard,warning
2,1,1,turn left,straight,from_left,0,0,0,0,0,1,1,26.0274566666666,17.34948,50.00032,3.61270256666666,1.397762,9.457092,12.0489080222222,8.054749,24.15986,easy,danger
2,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,9.93097857627118e-05,9.109116e-05,0.000106602,3.97536786016949,1.659996,9.490091,11.2286004237288,10.26331,13.24796,easy,danger
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,29.8555019897959,29.43997,30.01218,3.79298381122449,2.383631,7.173801,21.400275255102,21.16991,21.74838,hard,warning
3,1,1,straight,straight,same_direction,0,0,0,0,1,0,1,1.7499335084074,0.00456493,19.98055,9.0765989074074,8.883945,9.539105,21.6232327777777,20.98108,22.24349,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8851322033898,49.59991,50.00129,4.70539591525423,2.189399,9.310383,5.60679323728813,5.58513,5.622473,easy,warning
3,1,1,turn_right,turn left,opposite_direction,0,0,0,0,0,1,1,29.7705217647058,28.56426,30.0019,6.38400868627451,5.117968,9.406729,23.8893796078431,23.57101,24.16709,normal,warning
1,0,1,turn_right,straight,opposite_direction,1,0,1,0,0,0,1,34.7776021276595,30.91711,38.86337,6.89580374468085,6.117657,8.748077,7.73245872340425,7.461405,8.358892,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.0558045454545,17.34618,20.82715,6.79753976363636,5.97166,8.813001,19.048727090909,18.33397,19.76589,easy,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,29.9705790163934,29.80023,30.00049,4.94904109836065,3.389985,6.976608,16.3019883606557,15.51432,16.8196,hard,warning
1,0,1,stop,turn left,opposite_direction,0,0,1,0,1,0,1,19.9685736904761,19.86667,20.00001,2.90082884642857,0.6993132,7.069278,5.01434236904761,3.64926,5.762939,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.96169775,19.86669,20.00006,6.2944119,5.031545,9.195908,12.731689375,12.02463,13.4612,normal,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,12.9831327469879,6.833028,19.99987,6.1768729879518,5.110654,8.906043,17.1976589156626,16.89751,17.63188,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8429129999999,49.40085,50.00169,6.86122196666666,6.131048,8.671898,17.796996,17.76911,17.85763,normal,warning
1,1,1,stop,stop,same_direction,0,0,0,0,0,0,0,7.80773656449367,4.464977e-05,50.0,2.17119771232876,1.657213,9.480721,0.0014667822832876,2.328773e-05,0.06857596,hard,danger
1,0,1,straight,turn_right,same_direction,0,0,0,0,0,0,0,6.9595020325,0.006756677,12.64996,7.29484440666666,6.108807,9.434889,6.86449150666666,5.951813,9.801363,normal,warning
4,1,0,turn_right,turn_right,same_direction,0,0,0,1,0,1,1,12.0119910126582,11.80055,12.84467,5.88288129746835,4.323396,8.931777,23.4513066455696,22.38636,24.65522,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,1,0,1,22.4792058064516,19.27931,25.68015,5.35855061290322,3.228717,9.570665,5.37856937903225,4.091159,5.679833,normal,warning
3,1,1,straight,straight,same_direction,0,0,0,0,1,0,1,30.0654321362161,0.0002661854,66.04943,5.35004084848484,3.943596,9.274971,21.5479459595959,20.90517,22.58615,normal,warning
1,0,0,straight,stop,opposite_direction,0,0,1,0,0,0,1,5.48391126666666e-05,2.30744e-05,8.480244e-05,3.55854132380952,1.741387,7.170089,23.9688576190476,21.62796,26.45151,hard,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,26.7499357142857,24.50039,29.38299,6.49508893650793,5.394317,9.060194,11.0612538095238,10.5949,11.69045,hard,warning
1,1,1,reverse,straight,opposite_direction,0,1,1,0,0,1,1,0.000135932296,0.0001284885,0.0001366797,9.27138912,9.099277,9.459535,4.56887092,4.063781,5.054736,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8616809375,49.49368,50.00122,6.7278564375,5.899923,8.725069,18.0267290625,17.95836,18.09661,normal,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,19.7953242773109,8.69346,28.80021,4.11450866596638,0.9359517,9.570965,21.0435278545378,0.01364343,52.46902,hard,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,29.9450753125,29.80001,30.00009,6.604336375,5.720556,8.739247,38.5274653125,37.6674,39.3846,hard,warning
2,1,1,turn left,straight,same_direction,0,0,1,0,1,1,1,49.2137001123595,43.93631,50.01295,3.95860221348314,0.4601355,9.533733,11.5038703370786,10.09818,12.78872,hard,danger
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,29.876279047619,29.40669,30.00011,6.57753292857142,5.787498,8.520195,20.8448533333333,20.54007,21.06736,hard,warning
1,1,1,straight,stop,from_right,0,1,1,0,0,1,1,3.20990478571428,2.669894,3.749914,8.27909489285714,7.543759,9.11432,13.9893107142857,13.64177,14.34991,normal,warning
1,1,1,turn left,stop,opposite_direction,0,0,1,0,0,1,1,0.243131454223893,0.0001484043,1.664187,6.12323126548672,4.591186,9.526975,26.095430619469,25.56239,26.40713,hard,warning
1,1,1,straight,stop,same_direction,0,1,0,0,0,1,1,3.40018057396395,0.0001703009,6.800191,4.84003103488372,2.291196,9.519781,42.3399380232558,41.5766,48.74682,easy,warning
1,1,0,turn_right,turn_right,same_direction,0,0,0,0,0,1,1,15.8252406451612,12.89997,18.492,7.50641806451612,5.755971,9.456581,41.3938041935483,41.0827,42.323,hard,warning
1,1,1,turn left,turn left,from_right,0,1,0,0,1,1,1,31.8951444186046,27.2964,40.94417,4.34178269767441,1.5974,6.879375,8.59054025581395,8.149076,8.737995,hard,danger
1,1,1,turn left,turn left,same_direction,0,0,1,0,0,1,1,0.0001620118097633,0.0001590581,0.0001678917,6.32743946745562,4.793835,9.484278,9.73389955621301,6.344738,13.51379,hard,warning
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,18.6170951137724,8.255383,34.8768,7.05830253493014,3.493667,8.490359,16.6064760678642,12.80997,17.61955,normal,warning
1,1,1,straight,straight,from_right,0,1,1,0,0,1,1,19.9416936842105,19.3477,20.5357,7.70679294736842,6.135647,9.38464,38.7928589473684,38.65115,38.94119,normal,warning
3,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,16.762391676,4.464083,27.26408,7.312063004,6.197747,8.920097,15.98330034,11.91882,18.30155,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8533661111111,49.40008,50.00012,5.67243538888888,4.585746,7.131539,1.04898674444444,0.7664698,1.385442,hard,warning
1,1,1,straight,stop,from_right,0,1,1,0,0,1,1,1.03170617113923,6.767063e-05,2.629893,6.92506492307692,6.725158,7.498864,12.8925043076923,12.20028,13.61779,normal,warning
2,1,0,turn_right,turn_right,same_direction,0,0,0,0,0,1,1,25.7695418090452,14.21353,50.01472,3.92557278894472,0.4768142,9.526169,7.17432155276381,5.425677,9.03686,normal,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,5.75577952631578e-05,3.6994e-05,8.399938e-05,6.29912114035087,5.588759,7.118349,5.04972296491228,3.272043,5.867684,hard,warning
1,1,1,straight,straight,from_right,1,1,1,0,0,1,1,7.02016143902439,3.420165,10.62016,5.73063031707317,4.846635,6.964047,7.92354204878048,7.033177,8.809587,normal,warning
2,0,1,reverse,straight,opposite_direction,0,0,0,0,0,0,0,19.9770654444444,19.87098,20.0113,4.33044803333333,1.353993,9.530975,17.5388116666666,15.17688,19.62477,normal,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,69.9822494915254,69.53361,70.00007,4.48199923728813,1.64755,9.507355,12.9027518644067,12.30766,13.53329,normal,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8294460714285,49.40002,50.00123,4.201035,1.093189,9.440688,19.7024801785714,18.83612,20.39791,easy,danger
1,0,0,straight,turn left,same_direction,1,0,0,0,0,0,1,29.7612367647058,29.42082,30.00003,8.31697388235294,7.208991,9.558892,14.3568582352941,14.24193,14.42774,normal,warning
2,0,1,reverse,straight,same_direction,0,0,0,0,0,0,0,22.9809,22.9809,22.9809,9.386915,9.386915,9.386915,15.49754,15.49754,15.49754,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,1,0,1,9.81559391954023,9.399412,10.03665,5.2538926321839,4.091342,7.211582,16.498438045977,15.86342,17.37392,normal,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.9005865591397,49.40001,50.00016,3.94682766666666,0.6179116,9.463696,12.9597977096774,6.1574,14.48738,easy,danger
1,1,1,turn_right,straight,from_right,0,1,0,0,0,1,1,2.28498152896642,1.606107e-06,14.21124,3.99523380405405,1.32243,9.055449,19.3216866891891,18.52153,20.33642,normal,danger
2,1,1,straight,straight,opposite_direction,0,0,1,0,1,1,0,16.6392963636363,15.55939,17.71961,6.04911189090909,5.66853,6.999609,11.6064187272727,10.80993,12.36954,normal,warning
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,44.329564074074,42.85015,45.80561,6.61908907407407,5.765572,8.622469,36.5886155555555,36.22167,36.96834,hard,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,24.8108578571428,24.59867,25.00014,6.84170735714285,6.460978,7.23649,8.19181785714285,8.14084,8.241125,hard,warning
2,0,1,straight,straight,opposite_direction,1,0,1,0,0,0,1,49.7763686363636,49.4,50.00001,4.9399354090909,2.61204,9.382212,23.072079090909,22.88392,23.2595,easy,warning
1,0,1,reverse,straight,same_direction,1,0,0,0,0,0,1,34.72395592,24.23241,50.00001,4.9073962,3.143896,9.31515,2.8538480464,0.2380287,5.206435,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,0.658089107941932,8.490951e-05,5.220256,6.10719266386554,5.070563,9.004189,22.5236168907563,20.81427,24.16677,hard,warning
1,1,0,turn_right,stop,opposite_direction,0,0,1,0,1,1,1,0.000160813939834,0.0001389282,0.000187968,2.388842199,0.0,7.090389,9.74628760165975,5.506879,13.12836,hard,collision
4,1,0,turn left,turn left,from_left,0,0,1,0,1,0,1,7.40703183316928,1.606107e-07,30.00001,4.02837545081967,2.847159,9.369781,4.07344313633879,0.0324765,7.536542,hard,warning
2,1,1,stop,turn left,from_left,0,0,0,0,0,0,0,4.92070735690235e-05,4.427501e-05,5.67491e-05,6.29856991919191,5.306969,9.26744,7.15532487513468,0.001956385,11.02115,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,35.6609075892857,18.80001,50.00068,2.45539270611607,0.01157141,7.534928,36.4516198660714,25.72518,50.79708,hard,danger
1,0,1,turn_right,straight,opposite_direction,0,0,1,0,1,0,1,49.8179684782608,49.43346,50.01419,4.16464345869565,0.979903,9.250386,25.6900776086956,25.19735,26.17937,easy,danger
1,1,1,straight,stop,from_left,0,1,1,0,0,1,1,3.5499888,3.416663,3.683314,9.4859744,9.40655,9.566128,13.569814,13.52183,13.61779,normal,warning
4,1,0,stop,turn left,same_direction,0,0,0,0,1,0,1,29.8933363636363,29.4,30.00001,6.01145918181818,4.468542,9.351814,3.20431411393939,0.02466728,5.96234,hard,warning
2,1,1,turn_right,turn_right,same_direction,0,0,0,0,0,1,1,0.0026620718125,0.001807084,0.003736447,6.5950763125,6.358158,6.855535,11.28512125,11.16047,11.40858,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,36.0033323076923,32.58335,39.42333,5.47310984615384,3.582602,9.294721,40.8228028205128,40.37207,41.27534,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,46.935223125,46.68689,47.00064,6.49061359375,5.478115,8.919032,27.75539625,24.7222,31.2612,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.904078076923,49.43336,50.00005,6.66161638461538,5.845178,8.654815,31.713053076923,31.48756,31.93546,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,0.0001526699451612,0.0001337887,0.0001665533,6.53388741935483,5.481565,9.149194,26.1047610752688,25.64208,26.38467,hard,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,29.840702368421,29.40669,30.00047,4.58122990789473,1.878603,9.330323,14.2513080263157,13.72762,14.63618,hard,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,23.9685261797752,23.71679,24.55106,5.67096691292134,4.999145,7.25132,23.4551531460674,12.29249,33.36975,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,17.5890995348837,15.88817,19.28871,6.17546032558139,4.864217,9.094655,12.9650882558139,12.41514,13.45216,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,2.6302733033893,4.81832e-07,24.70046,3.82986964056994,0.08479774,7.25072,10.8777735466321,7.299424,36.22993,hard,danger
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,19.9617397402597,19.86667,20.00005,4.62478883116883,1.98013,9.424916,22.9949788311688,22.73899,24.86178,hard,danger
1,1,1,stop,straight,from_left,1,0,1,0,0,0,1,0.211245372316129,6.51544e-05,4.549891,7.69834223185483,7.084017,9.245655,2.22859582927419,0.005632194,4.476313,hard,warning
1,1,1,straight,stop,from_right,1,1,0,0,0,1,1,7.2830918375e-05,4.06345e-05,9.176223e-05,6.3173909875,4.697104,8.591079,15.320754375,14.27074,16.42294,easy,warning
