lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max,level,real_risk
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,13.426181138929445,0.44182902839945504,42.54700326541477,6.005879560753401,0.0,8.411393779026035,9.882957620165564,6.858913127843364,14.718232868350613,hard,collision
1,0,0,reverse,stop,from_right,1,0,0,0,0,0,1,13.055521891668102,6.76610036841174,28.71269742591667,3.347511473381779,0.0,7.889564193206373,3.4980846230266645,0.04495022827410222,5.845976696064605,hard,collision
1,0,1,stop,stop,opposite_direction,0,0,0,0,0,0,0,5.3781694240707045,9.905227128067655e-05,22.944297308803158,2.562370401349264,0.0,7.0875843572988,2.258466030965977,0.009012450146923381,5.628634492805541,hard,collision
2,1,1,straight,straight,from_right,0,0,0,0,0,0,0,8.57545635954919,0.0005143491983995104,54.99182078640181,4.485060295010975,0.0,9.510894894333644,7.774976918369072,5.219309850467486,11.033513983634759,hard,collision
3,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,14.671550127839968,0.004855735705461074,32.26339993296537,4.049773103770416,0.0,8.185303217174411,12.060429672328832,10.155838385840026,14.776761113354043,hard,collision
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,33.94673197156597,9.109008392112719,50.00774413028495,4.257047072473448,0.0,9.48239480633898,18.747353847426222,15.192614161190006,22.454061718243437,hard,collision
1,1,1,straight,straight,from_right,0,0,0,0,0,0,0,13.87093378577976,4.10240669944247,39.109583884254114,5.139305101842578,0.0,9.53572576737606,18.467180094858737,16.660001092285473,20.51985706065369,easy,collision
1,1,1,turn left,turn_right,same_direction,0,0,0,0,0,0,1,11.395418000445051,0.0002324955510843654,50.0,5.649656948823328,0.0,9.53298652183089,11.246260410046315,8.377115138634252,15.721805415800308,hard,collision
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,14.194757146500496,0.593208150531794,39.99332029460425,6.014198856188943,0.0,8.017152232495905,9.477746852281841,6.679010187795557,14.199588938659764,hard,collision
1,0,0,turn left,stop,same_direction,0,0,0,0,0,0,0,8.62853580236317,8.31314968940478,10.448592664374601,3.8980940904780828,0.0,9.21312377983586,27.970712537022752,23.48003353619371,38.042907999600835,hard,collision
1,1,1,turn left,straight,from_right,0,0,0,0,0,0,0,34.372313126310125,17.244952641412198,49.977407355134474,2.8879047678881387,0.0,9.461487933116752,15.878726561811048,15.428626361027503,16.591275364856532,hard,collision
1,0,1,straight,stop,from_right,0,0,0,0,0,1,1,2.9167065624472737,8.276188025920718e-05,8.132352935690385,3.3054728811688685,0.0,7.222078088203592,6.027199522417975,0.7068853376765031,24.846177406302036,normal,collision
1,0,1,straight,straight,same_direction,0,0,0,0,1,0,1,36.158742087960746,13.044815578613054,50.00000946332402,3.2228359928146078,0.0,9.403051425177843,6.039977639326889,3.796677331635527,7.542651442751881,normal,collision
1,0,0,turn left,stop,from_right,0,0,0,0,1,0,1,0.0004539216258184128,0.00011395992390070914,0.05960845720295202,2.5459063360909657,0.0,6.898392815475523,8.008221997595749,3.425053034025438,11.827847457282367,hard,collision
1,0,1,straight,turn left,same_direction,0,0,0,0,0,0,0,12.397006803349331,0.13432689871458903,47.74322155427457,5.153077535152302,0.0,9.140536880537883,11.162462502854487,9.725858420676484,14.48905731077351,hard,collision
1,0,1,turn left,turn left,same_direction,0,0,0,0,1,0,1,33.97220825913513,21.359161502646632,50.000017866015,3.4170774381047226,0.0,9.426952879661046,4.6739674250799474,2.773923212814393,6.499189312153234,normal,collision
2,1,0,reverse,turn left,from_right,1,0,0,0,0,0,1,23.66602927737893,14.886988211019226,30.000093738114394,3.498231677002089,0.0,9.455034070783427,1.9960872308635809,0.07249735518537119,4.466727230586242,hard,collision
1,0,1,stop,stop,from_left,0,0,0,0,0,0,1,1.6144669993368592,0.00014544487196103243,5.64412530374608,2.664404953026158,0.0,7.136056634932262,3.6562565980835577,0.04309578666556594,10.936477655701225,hard,collision
1,1,1,turn left,stop,from_right,0,1,0,0,0,1,1,1.0653399660753973,6.218411256150425e-05,3.0784474032569165,3.324829941156421,0.0,8.403043176545472,11.315349009956766,7.835377533823567,42.65889567796195,easy,collision
1,0,1,straight,stop,from_left,1,0,0,0,0,0,1,0.004281696915782042,7.052491872989795e-05,0.20014308020748028,2.7757940748775023,0.0,6.435525247226684,5.193045642846535,0.20871895612555805,9.637948278387745,hard,collision
1,0,1,straight,turn left,opposite_direction,0,0,0,0,0,1,1,5.231530899042408,0.00024474961208027736,12.603589124809648,3.6186870141399368,0.0,9.53983434590064,7.907224745982972,5.897953577541794,12.536656236868415,normal,collision
1,0,1,straight,stop,from_left,0,0,0,0,0,0,1,1.6790997937774192,0.00015212880566141786,5.26763551327879,2.3515115327693388,0.0,7.073892811164542,4.267164739301136,0.08987245716722922,11.180314337999718,hard,collision
1,0,1,reverse,stop,from_right,0,0,0,0,0,0,0,5.282863814687142,0.00012900225413355675,24.893583588253225,2.813908666817057,0.0,6.976965458666606,3.208579734589225,0.014304372582645624,6.193101403112173,hard,collision
1,0,1,straight,straight,same_direction,0,0,0,0,0,1,1,37.953012491246454,4.811348709651147,49.33448496440914,2.9208391051883424,0.0,9.205025453893139,8.278000822742529,5.751325524505473,9.468962100354485,normal,collision
1,0,1,straight,straight,from_right,0,0,0,0,0,0,0,5.579471595709871,4.108660363446321e-05,20.96833271321027,4.227359881165744,0.0,8.772982590566096,8.984021798700349,4.805238971677504,13.35110994239809,hard,collision
1,0,1,straight,straight,from_right,0,0,0,0,0,0,0,14.385099123282464,4.923074337817616,36.485973117314764,5.232064980269378,0.0,9.471338763848408,19.670182971256978,17.650698618930207,21.626982219903077,easy,collision
1,1,1,turn left,turn_right,same_direction,0,0,0,0,0,0,1,11.330155565100059,0.00016864268589502436,50.0,5.751675269054307,0.0,9.541903139002532,11.190729602632922,8.07188304061954,15.878579589598752,hard,collision
1,1,1,turn left,stop,from_right,0,0,1,0,0,1,1,7.864452631559484,0.0001133491857308948,22.17694175416301,4.1376062285246125,0.0,9.479738322587432,11.5949402884612,9.267711100800375,14.958976608049083,hard,collision
1,1,1,straight,stop,from_right,0,0,0,0,0,0,0,5.207410538250219,3.927167437629432e-06,19.710842333112716,4.0985958323642615,0.0,8.840919294218004,9.315311570613314,4.969074190800674,14.945674860518675,hard,collision
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,13.957943081643455,0.5201168486083863,41.22855797467781,5.799216767264277,0.0,8.189411971851783,9.788579718708618,7.397203113326975,14.12627677597865,hard,collision
1,1,0,turn left,stop,from_right,0,0,1,0,0,1,1,0.4561368065823346,0.00012532543354654336,1.3178704363302485,2.5418199185680703,0.0,7.05931612585225,9.052057135400752,4.5463472073869955,15.464751814668139,hard,collision
3,0,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,14.317039053994264,0.00651992468001488,28.784497222831863,2.965739487363895,0.0,7.081858674520267,10.678018547651455,7.401584646795978,14.96459695876854,hard,collision
1,1,1,straight,stop,opposite_direction,0,0,0,0,0,0,0,6.144027147005803,4.417207282642464e-05,19.733186093437116,3.0942725155711215,0.0,7.627944465660974,10.187119447667357,2.3198472257633007,21.20861417093961,hard,collision
1,0,1,stop,turn_right,opposite_direction,0,0,0,0,0,1,1,3.6943295330439834,0.00021313690249012094,12.620102023628291,4.235903504030443,0.0,8.838612618769321,6.599883222410889,3.860640065931737,10.360321647264968,normal,collision
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,14.475223256276891,1.063903269726433,38.783179356660185,5.941333413680903,0.0,8.023486159899514,10.32610640464223,7.679610574557932,14.74164843143312,easy,collision
2,1,1,straight,straight,from_left,0,0,0,0,0,0,0,7.457722342462606,0.00037661562360448723,60.04633132511904,4.2284382236017715,0.0,9.508716265872057,6.428178897832879,3.6374693747641826,10.062307952779621,hard,collision
1,1,1,turn left,stop,from_right,0,0,0,0,0,0,0,10.881116314522515,2.1157527673460566,28.28108417641706,4.523751087522651,0.0,9.51509901202231,15.424964640575077,13.272453445677556,18.19024686216472,hard,collision
1,1,1,turn left,stop,from_right,0,0,0,0,0,0,0,10.318036472335587,1.6292334552483934,26.981362466817558,4.416148054630153,0.0,9.509107480116647,14.657670545255346,12.478107061696942,17.575194833755038,hard,collision
2,1,1,straight,stop,from_right,0,0,0,0,0,1,1,6.98177898853791,0.00010004156343313038,23.56253480479192,2.677481936073004,0.0,8.026784130663378,8.606352561899625,4.4455173665478975,35.88768477452257,normal,collision
1,1,1,turn left,stop,from_right,0,0,0,0,0,0,0,10.134851803268864,1.470955938448931,26.558528841079664,4.381141960477621,0.0,9.507158277344482,14.408049613378095,12.219685309448295,17.375102246804214,hard,collision
1,1,0,turn_right,stop,opposite_direction,0,0,0,0,0,1,1,9.014192647493399,8.684710281761964,10.915601906611354,3.904962075911954,0.0,9.185885615001624,28.18531980733747,23.524151582772895,42.33846354736495,easy,collision
1,1,1,straight,straight,from_right,0,0,0,0,0,0,0,13.858792420018585,3.2076258596628464,35.85234517304067,5.3077821473926114,0.0,9.539991509086224,17.52601711694005,15.676087210967736,19.328262615303903,easy,collision
1,1,1,straight,stop,from_left,0,1,0,0,0,1,1,0.04775636210893952,0.00010420139530598257,1.61124889548655,2.8174100964542315,0.0,8.081930829810998,15.105565248053198,13.455666665817038,33.49050468579806,hard,collision
1,0,1,stop,turn left,same_direction,0,0,0,0,0,0,0,6.182755004561013,9.557798133096335e-05,22.39339075391776,4.048530718880155,0.0,7.504234150904099,5.280113153536178,0.046277159602691964,11.412987325178909,hard,collision
2,1,0,reverse,turn left,from_right,1,0,0,0,0,0,1,21.897929608638837,11.641113499952127,30.00019210494247,3.3608828998737197,0.0,9.43134405968756,2.3060386546269345,0.06224520095212141,5.149180162573171,hard,collision
1,1,0,turn_right,stop,opposite_direction,0,0,0,0,0,1,1,3.56058576819627,3.430438875139419,4.311640522323685,3.5795369910896024,0.0,9.335017018638537,20.293439230575117,17.300590059593468,49.28894983237855,easy,collision
2,1,0,stop,turn left,from_right,0,0,0,0,0,0,0,13.300417125810604,2.909384521849665,26.690665391975728,3.639603799128392,0.0,8.783250277348847,2.9229476422167884,0.024701470536448618,7.03631144618342,hard,collision
1,1,1,turn left,turn_right,same_direction,0,0,0,0,0,0,1,11.498225823600388,0.0003330828803442279,50.0,5.488947631595624,0.0,9.51894018726676,11.333738013326824,8.857946835890807,15.47483927900212,hard,collision
2,1,1,turn_right,turn left,opposite_direction,0,0,0,0,1,0,1,34.359388719937556,17.690422170169473,50.013470018590446,2.9205972392334796,0.0,9.459361141886555,15.098218297079377,14.561224444474089,15.887541623107499,normal,collision
1,1,1,reverse,turn_right,from_right,0,0,0,0,0,0,0,1.709891552671143,0.0001368016773300617,13.71368498214372,4.557380032245449,0.0,7.015068043081987,4.071573853391754,0.18657534141137763,7.024269728121183,hard,collision
2,1,0,turn_right,straight,opposite_direction,0,0,0,0,0,1,1,12.568994152075746,0.004394487108477738,26.63070369592803,3.405067788959573,0.0,8.185371209438784,11.60966707519514,9.413817178168518,15.071925260080432,hard,collision
2,0,0,reverse,straight,from_right,1,0,0,0,1,0,1,12.541779775227507,2.717975482863039,29.064834039835898,3.123476977212928,0.0,8.27178175868847,3.686026740887237,0.03268279399075592,6.786823870076978,hard,collision
1,1,0,straight,stop,from_right,0,0,1,0,0,1,1,1.7398796964637868,8.702856046745125e-05,5.027639211737332,2.972509391203881,0.0,6.971834368261933,7.097538828780576,1.8420911080120432,22.042568253370455,hard,collision
1,0,1,straight,turn left,same_direction,0,0,0,0,0,0,0,5.3047908812958955,0.00018422727992000362,14.317915871762638,3.399859105117871,0.0,8.887600751020825,8.37781401919866,4.350124037501979,15.253050445659092,hard,collision
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,1,1,28.292429238702482,2.553584930477777,56.62232763106368,3.1990780698194996,0.0,9.415212795600977,6.281451249536264,3.4374467176575547,8.448397261422102,normal,collision
1,1,0,turn left,stop,from_right,0,0,1,0,0,1,1,0.014875474095426526,0.00013900854755324082,0.4978362753795547,2.3821598883940696,0.0,7.063736087630498,10.63480148433563,6.863215558893332,13.632455447071594,hard,collision
1,0,1,straight,stop,from_right,0,0,0,0,0,0,1,0.3172957585874059,7.379263691472134e-05,1.0473006147043762,2.8453673287721855,0.0,6.640555446837154,5.3875111878093325,0.1964778875598009,11.849065924357046,hard,collision
1,0,1,straight,straight,same_direction,0,0,0,0,0,1,1,36.272259686478584,7.65434133345598,47.66063490835054,2.7114874785245027,0.0,8.774669473447497,10.037547916268544,7.770454974156632,11.35816190846972,normal,collision
1,0,1,straight,stop,from_left,0,0,0,0,0,0,1,1.211589111710451,0.00014920705399980473,3.8781004850864886,2.5226862907132483,0.0,7.0225586676130645,4.331069613445154,0.12776522530208217,10.29699565209653,hard,collision
1,1,1,stop,turn left,same_direction,0,0,0,0,0,0,0,4.127290405563206,7.373072795911515e-05,17.57489053282905,2.0633802251155853,0.0,5.106234834631524,3.284044923674731,2.649357714273556e-05,7.720934851616194,hard,collision
1,1,1,straight,turn_right,same_direction,0,0,0,0,0,0,1,11.689591385482256,0.0005203152347626864,50.0,5.189804746871148,0.0,9.49279446582507,11.496568041140566,9.752962653676235,15.015138722335616,hard,collision
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,14.454165746166726,1.9655988653801946,38.24643695478717,5.775612793563448,0.0,8.361777024207399,12.509350561718545,10.009356008188945,16.35040716281017,easy,collision
1,1,1,straight,stop,opposite_direction,0,0,0,0,0,0,0,5.5151539712453435,2.7552347897224243e-05,20.0561995535751,2.519431456844436,0.0,7.002418004704974,8.744789895304834,0.009172258091519926,29.545702755487326,hard,collision
1,0,0,turn left,stop,from_right,0,0,1,0,0,0,1,0.3022968608860238,0.00014120400653421344,0.9378868191893134,2.360859588053349,0.0,7.09481737987287,8.953619734699215,4.726542073974061,12.966367745956243,hard,collision
2,1,1,straight,stop,from_right,0,0,0,0,0,1,1,6.326851808617678,8.3405548897279e-05,23.983829194075447,2.0552558678697057,0.0,7.366683269936783,7.034466589006926,2.0201279499432148,45.08409997331232,normal,collision
1,0,1,reverse,stop,from_right,0,0,0,0,0,0,0,4.848924003183178,0.0001454527779199829,24.897729613803975,2.870010455872439,0.0,6.321553249201332,4.254592441254383,0.015917967139672317,7.239565790289088,hard,collision
1,0,1,straight,stop,from_right,0,0,0,0,1,0,1,0.0023485829655916354,0.00010899750733480728,0.22043815714188397,2.877321251199849,0.0,6.7481761446750825,4.909950052696071,0.22370025854237263,8.909906634309644,hard,collision
1,1,1,stop,turn left,opposite_direction,0,0,0,0,0,0,0,5.594246753465409,4.15451836153796e-05,21.166764863334016,4.525774815339475,0.0,8.241670588134479,4.423354415169393,1.623962715758057,8.844666214512273,hard,collision
3,1,0,turn left,turn left,opposite_direction,0,0,0,0,0,1,1,14.928378057306844,0.007158683553595723,28.97125734263486,3.0293134877380457,0.0,7.329096133454313,11.002102508609232,8.820592034767456,14.449328454454509,hard,collision
1,0,1,straight,turn left,same_direction,0,0,0,0,0,0,0,13.074682789422514,0.3018164934833897,44.91489913866447,5.433597020381118,0.0,8.727608742896656,10.565995252114105,8.714879430965748,14.331557187248968,hard,collision
2,0,0,reverse,straight,from_right,1,0,0,0,1,0,1,13.228121143093528,2.9699598243513505,29.17910348122564,3.117018710874418,0.0,8.407294691584793,3.5974859611006837,0.033647061881704916,6.76296982178288,hard,collision
1,0,1,straight,stop,from_left,1,0,0,0,0,0,1,0.028246545091270777,3.4929035209803345e-05,0.5486242964421744,2.6921122378787157,0.0,5.247221238494381,4.194024014638529,0.11666288150354337,8.298286991230121,hard,collision
4,1,0,straight,turn left,opposite_direction,0,0,0,0,0,0,1,16.887538232436864,1.8983223091070873,30.000418118736164,2.9416129585509214,0.0,7.995935551776233,7.9409813320119,5.49591489892999,11.487613994457051,hard,collision
1,0,1,straight,stop,opposite_direction,0,0,0,0,0,0,0,0.00011198760006207792,0.00010464061207440104,0.0001250195202807891,3.425492128931935,0.0,9.492774644033853,16.383840247013584,14.670177556903816,36.506381143284315,easy,collision
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,13.798564018001798,0.3515861299029335,37.18158676602853,5.7790003147528575,0.0,8.628102692236485,11.061102829503229,8.84760277191943,14.403408826912099,hard,collision
1,0,1,straight,stop,from_left,1,0,1,0,0,0,1,1.0530828278121456,7.56870802149992e-05,3.6401176835505504,2.40825572630108,0.0,5.572630548331935,3.7081539051114225,0.041200647690337364,9.436242609122285,hard,collision
1,0,1,turn left,stop,opposite_direction,0,0,0,0,0,0,0,0.000103980837370399,9.688562894765083e-05,0.00011802405076128929,3.4146373875221308,0.0,9.48155254362723,16.152907699746553,14.40394282173991,39.72477952407865,easy,collision
1,0,1,stop,stop,same_direction,0,0,0,0,0,0,0,5.735873034059765,4.5659184560001983e-05,19.897950285470788,2.9443096079969195,0.0,7.054756959065659,9.320352384476104,0.02987563646811217,21.404548162593695,hard,collision
1,0,1,stop,turn left,opposite_direction,0,0,0,0,1,0,1,0.15415774359621295,0.00011817827191022884,2.9462131810272125,4.034542449258,0.0,7.1757747847602555,2.065695446636236,0.01120700135664315,7.825762680896677,hard,collision
1,0,1,straight,stop,from_right,0,0,0,0,0,0,0,0.0006036662270101598,0.00010383208878580127,0.09045420727377607,3.066985301398184,0.0,7.787418494176496,10.265541148434348,6.593689619725463,13.648384810406801,hard,collision
1,0,1,straight,turn left,opposite_direction,0,0,0,0,0,1,1,5.201282304966247,0.00013938165301511995,15.843637029421526,4.016939245857642,0.0,9.50786429469531,8.488818631444008,6.241480329498373,12.352916646303823,hard,collision
1,1,1,turn left,stop,from_right,0,0,0,0,0,0,0,10.120597957825286,1.4586401520179662,26.525627588041836,4.378418089216038,0.0,9.507006607255526,14.388626272982922,12.199577165384838,17.359532773532607,hard,collision
1,0,1,straight,straight,from_right,0,0,0,0,0,1,1,25.09923238606516,2.2050444398567226,58.66964272535597,3.2593635163963506,0.0,9.4272944472306,5.880491103545657,2.9702904943916244,8.365102760343035,normal,collision
1,1,1,straight,stop,from_right,0,0,0,0,0,0,0,5.197753522845448,9.58582328526144e-06,20.014630272916744,4.126122644267411,0.0,9.056511131567525,7.773029115401862,5.472378642563895,10.984467009691613,hard,collision
1,1,0,turn_right,stop,opposite_direction,0,0,0,0,0,1,1,8.744421854828614,0.0004578721588292317,22.930945828049367,4.006780610570845,0.0,9.390761523062501,12.052315281758483,9.7877692077176,15.48225323530404,hard,collision
2,1,1,straight,straight,from_right,0,0,0,0,0,0,0,7.670853664041662,0.00040287888335423233,59.08252911942074,4.277371333259077,0.0,9.50913169025402,6.684988512310864,3.939097262938021,10.247499082079992,hard,collision
1,1,1,straight,stop,from_right,0,0,0,0,0,0,0,13.027892574155569,3.9706373339960823,33.23635250827756,4.93399421677579,0.0,9.537942093038946,18.350320202215283,16.30094750867197,20.5351702533145,easy,collision
1,0,1,reverse,straight,from_right,0,0,0,0,0,0,0,4.709183679804946,0.00013163414377944033,23.484876793857108,2.714446277087456,0.0,6.0863021206629755,4.068564379032428,0.012853784080511072,7.333668884794568,hard,collision
1,0,1,straight,stop,from_left,0,0,0,0,0,0,1,0.017434529416922057,0.00010108670162989894,0.4595188563812317,2.8632366882507374,0.0,6.088415249079945,4.132971020060459,0.16882734664585713,7.726121929126409,hard,collision
1,1,1,straight,turn_right,same_direction,0,0,0,0,0,0,1,11.597057480975083,0.0004297799230063011,50.0,5.3344538616694654,0.0,9.505437104695744,11.41783235799859,9.320182024805868,15.23742473343479,hard,collision
1,1,1,straight,stop,from_right,0,1,0,0,0,1,1,2.3778571301819844,6.129486211224895e-05,6.871285206272139,3.272779332190194,0.0,7.134799251372106,6.601730233600829,1.1795748052826198,28.899029484399982,hard,collision
1,1,1,straight,turn left,opposite_direction,0,0,0,0,0,0,0,12.207373834999526,0.715499770825473,48.102103147917454,4.965852710150746,0.0,9.48147151482372,12.82846358412902,11.600386168108551,15.643829525715827,easy,collision
