lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,vehicle_speed_max,distance_min,bike_speed_max,level,real_risk
1,yes,yes,straight,stop,from_left,yes,no,yes,no,no,yes,yes,0.8832394,0.0,7.011931,hard,collision
2,yes,yes,turn_right,stop,opposite_direction,no,no,no,no,no,yes,yes,30.01233,5.67365,13.72072,normal,warning
2,yes,yes,straight,turn_right,from_right,no,no,no,no,no,no,no,10.99207,2.704025,9.886101,hard,warning
2,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,yes,70.00002,4.871733,7.300741,hard,warning
1,no,yes,straight,stop,opposite_direction,no,no,no,no,no,no,no,0.00143859,5.247004,26.40713,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,20.00002,5.453548,7.794418,hard,warning
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,yes,yes,50.00032,1.397762,24.15986,easy,danger
2,no,yes,straight,stop,same_direction,no,no,no,no,no,no,no,0.000106602,1.659996,13.24796,easy,danger
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,no,30.01218,2.383631,21.74838,hard,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,yes,no,yes,19.98055,8.883945,22.24349,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,50.00129,2.189399,5.622473,easy,warning
3,yes,yes,turn_right,turn left,opposite_direction,no,no,no,no,no,yes,yes,30.0019,5.117968,24.16709,normal,warning
1,no,yes,turn_right,straight,opposite_direction,yes,no,yes,no,no,no,yes,38.86337,6.117657,8.358892,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,20.82715,5.97166,19.76589,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,30.00049,3.389985,16.8196,hard,warning
1,no,yes,stop,turn left,opposite_direction,no,no,yes,no,yes,no,yes,20.00001,0.6993132,5.762939,normal,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,20.00006,5.031545,13.4612,normal,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,yes,19.99987,5.110654,17.63188,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,50.00169,6.131048,17.85763,normal,warning
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,no,50.0,1.657213,0.06857596,hard,danger
1,no,yes,straight,turn_right,same_direction,no,no,no,no,no,no,no,12.64996,6.108807,9.801363,normal,warning
4,yes,no,turn_right,turn_right,same_direction,no,no,no,yes,no,yes,yes,12.84467,4.323396,24.65522,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,yes,no,yes,25.68015,3.228717,5.679833,normal,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,yes,no,yes,66.04943,3.943596,22.58615,normal,warning
1,no,no,straight,stop,opposite_direction,no,no,yes,no,no,no,yes,8.480244e-05,1.741387,26.45151,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,29.38299,5.394317,11.69045,hard,warning
1,yes,yes,reverse,straight,opposite_direction,no,yes,yes,no,no,yes,yes,0.0001366797,9.099277,5.054736,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,50.00122,5.899923,18.09661,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,28.80021,0.9359517,52.46902,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,30.00009,5.720556,39.3846,hard,warning
2,yes,yes,turn left,straight,same_direction,no,no,yes,no,yes,yes,yes,50.01295,0.4601355,12.78872,hard,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,yes,30.00011,5.787498,21.06736,hard,warning
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,yes,3.749914,7.543759,14.34991,normal,warning
1,yes,yes,turn left,stop,opposite_direction,no,no,yes,no,no,yes,yes,1.664187,4.591186,26.40713,hard,warning
1,yes,yes,straight,stop,same_direction,no,yes,no,no,no,yes,yes,6.800191,2.291196,48.74682,easy,warning
1,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,yes,yes,18.492,5.755971,42.323,hard,warning
1,yes,yes,turn left,turn left,from_right,no,yes,no,no,yes,yes,yes,40.94417,1.5974,8.737995,hard,danger
1,yes,yes,turn left,turn left,same_direction,no,no,yes,no,no,yes,yes,0.0001678917,4.793835,13.51379,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,34.8768,3.493667,17.61955,normal,warning
1,yes,yes,straight,straight,from_right,no,yes,yes,no,no,yes,yes,20.5357,6.135647,38.94119,normal,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,27.26408,6.197747,18.30155,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,50.00012,4.585746,1.385442,hard,warning
1,yes,yes,straight,stop,from_right,no,yes,yes,no,no,yes,yes,2.629893,6.725158,13.61779,normal,warning
2,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,yes,yes,50.01472,0.4768142,9.03686,normal,danger
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,no,8.399938e-05,5.588759,5.867684,hard,warning
1,yes,yes,straight,straight,from_right,yes,yes,yes,no,no,yes,yes,10.62016,4.846635,8.809587,normal,warning
2,no,yes,reverse,straight,opposite_direction,no,no,no,no,no,no,no,20.0113,1.353993,19.62477,normal,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,70.00007,1.64755,13.53329,normal,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,50.00123,1.093189,20.39791,easy,danger
1,no,no,straight,turn left,same_direction,yes,no,no,no,no,no,yes,30.00003,7.208991,14.42774,normal,warning
2,no,yes,reverse,straight,same_direction,no,no,no,no,no,no,no,22.9809,9.386915,15.49754,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,yes,no,yes,10.03665,4.091342,17.37392,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,50.00016,0.6179116,14.48738,easy,danger
1,yes,yes,turn_right,straight,from_right,no,yes,no,no,no,yes,yes,14.21124,1.32243,20.33642,normal,danger
2,yes,yes,straight,straight,opposite_direction,no,no,yes,no,yes,yes,no,17.71961,5.66853,12.36954,normal,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,45.80561,5.765572,36.96834,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,25.00014,6.460978,8.241125,hard,warning
2,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,yes,50.00001,2.61204,23.2595,easy,warning
1,no,yes,reverse,straight,same_direction,yes,no,no,no,no,no,yes,50.00001,3.143896,5.206435,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,5.220256,5.070563,24.16677,hard,warning
1,yes,no,turn_right,stop,opposite_direction,no,no,yes,no,yes,yes,yes,0.000187968,0.0,13.12836,hard,collision
4,yes,no,turn left,turn left,from_left,no,no,yes,no,yes,no,yes,30.00001,2.847159,7.536542,hard,warning
2,yes,yes,stop,turn left,from_left,no,no,no,no,no,no,no,5.67491e-05,5.306969,11.02115,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,50.00068,0.01157141,50.79708,hard,danger
1,no,yes,turn_right,straight,opposite_direction,no,no,yes,no,yes,no,yes,50.01419,0.979903,26.17937,easy,danger
1,yes,yes,straight,stop,from_left,no,yes,yes,no,no,yes,yes,3.683314,9.40655,13.61779,normal,warning
4,yes,no,stop,turn left,same_direction,no,no,no,no,yes,no,yes,30.00001,4.468542,5.96234,hard,warning
2,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,no,yes,yes,0.003736447,6.358158,11.40858,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,39.42333,3.582602,41.27534,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,47.00064,5.478115,31.2612,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,50.00005,5.845178,31.93546,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,0.0001665533,5.481565,26.38467,hard,warning
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,yes,30.00047,1.878603,14.63618,hard,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,24.55106,4.999145,33.36975,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,19.28871,4.864217,13.45216,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,24.70046,0.08479774,36.22993,hard,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,yes,20.00005,1.98013,24.86178,hard,danger
1,yes,yes,stop,straight,from_left,yes,no,yes,no,no,no,yes,4.549891,7.084017,4.476313,hard,warning
1,yes,yes,straight,stop,from_right,yes,yes,no,no,no,yes,yes,9.176223e-05,4.697104,16.42294,easy,warning
4,yes,no,turn_right,turn_right,same_direction,no,no,no,yes,no,yes,yes,29.80647,4.980968,14.48688,hard,warning
1,no,yes,turn left,turn left,same_direction,no,no,no,no,yes,yes,yes,30.00002,3.973062,9.277122,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,50.0,2.332806,16.4535,hard,warning
1,yes,yes,turn left,straight,opposite_direction,yes,no,no,no,yes,yes,yes,9.937691,4.230568,32.06857,hard,warning
3,yes,yes,straight,straight,from_left,no,no,no,no,no,yes,yes,71.62164,0.0,7.838154,normal,collision
2,yes,yes,straight,straight,same_direction,no,yes,no,no,yes,yes,yes,50.01273,0.9864197,27.66542,normal,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,23.51703,5.974529,15.79856,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,50.00098,3.121648,14.18197,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,20.0,2.953521,49.82216,easy,warning
2,yes,yes,stop,turn_right,from_left,no,no,no,no,no,no,no,10.45518,5.799206,5.522056,hard,warning
2,no,yes,straight,stop,same_direction,no,no,no,no,no,no,no,9.781191e-05,1.177572,18.57423,normal,danger
1,yes,yes,straight,stop,from_right,yes,no,no,no,no,no,yes,25.00052,7.820848,18.30293,easy,warning
1,no,yes,reverse,straight,opposite_direction,no,no,yes,no,no,no,yes,11.18618,6.046396,5.279787,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,20.00044,1.555684,41.17137,easy,danger
2,yes,yes,stop,turn_right,same_direction,no,no,no,no,yes,yes,yes,1.489446,9.549108,0.5961105,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,0.0001885569,0.8384571,27.74249,hard,danger
4,yes,no,turn_right,turn left,opposite_direction,yes,no,yes,no,no,no,yes,30.00014,6.28128,9.766886,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,50.00014,5.151115,10.44311,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,20.00006,1.439243,30.50138,normal,danger
1,yes,yes,stop,stop,same_direction,no,no,no,no,no,no,no,0.000173406,2.592741,0.02349037,hard,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,no,9.085211e-05,1.375929,24.85993,hard,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,21.99968,6.914297,32.91121,hard,warning
1,yes,yes,straight,stop,opposite_direction,no,yes,no,no,no,no,yes,15.15907,5.256325,19.10431,easy,warning
1,yes,yes,turn left,stop,opposite_direction,no,no,yes,no,no,yes,yes,10.98013,7.216192,25.74048,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,20.00001,5.500943,10.37874,hard,warning
1,yes,yes,straight,turn_right,from_left,no,no,no,no,no,no,no,21.77612,5.468195,2.237625,normal,warning
3,yes,yes,straight,straight,from_left,no,no,yes,no,no,yes,yes,33.29747,6.790858,7.813245,hard,warning
2,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,yes,61.59906,6.149184,0.1183424,hard,warning
2,yes,no,turn left,stop,opposite_direction,no,no,yes,yes,no,yes,yes,0.08089197,5.610909,17.20617,easy,warning
1,no,yes,straight,straight,opposite_direction,yes,no,no,no,no,no,yes,20.00004,6.586244,9.990593,easy,danger
1,yes,yes,straight,turn_right,from_left,no,no,yes,no,no,yes,yes,17.47173,0.8901563,6.021852,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,50.00006,4.209913,29.97102,hard,warning
1,yes,yes,turn left,straight,same_direction,no,no,no,no,no,no,no,50.0,6.831115,7.825071,normal,warning
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,50.00065,5.880393,11.70286,easy,warning
1,no,no,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,50.00001,3.134932,25.99319,hard,warning
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,59.00022,1.758258,9.872237,hard,danger
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,34.57545,4.256667,12.2696,normal,warning
1,yes,yes,turn left,straight,opposite_direction,no,no,no,no,no,no,no,13.66357,4.911067,17.81473,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,19.99991,5.578303,23.72878,easy,warning
2,yes,no,turn left,turn left,from_left,no,no,yes,yes,yes,yes,yes,20.00001,2.172163,12.14454,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,30.99992,5.386122,28.66573,easy,warning
1,no,yes,straight,straight,opposite_direction,yes,no,no,no,no,no,yes,20.00001,6.868524,8.193161,easy,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,24.99912,5.419935,8.283839,hard,warning
1,yes,yes,straight,straight,opposite_direction,no,yes,no,no,no,no,yes,50.00068,3.437491,14.11643,easy,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,50.00007,4.44423,4.908726,normal,warning
1,no,yes,turn left,stop,opposite_direction,no,no,yes,no,yes,yes,yes,8.367816e-05,7.442664,42.10352,normal,warning
1,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,yes,39.00004,3.812726,13.46362,normal,warning
2,no,yes,straight,straight,opposite_direction,yes,no,yes,no,no,no,yes,33.00067,4.990739,8.132719,hard,warning
1,no,yes,straight,straight,same_direction,no,no,yes,no,no,no,yes,20.01396,5.325965,25.7754,normal,warning
4,yes,no,turn left,turn left,same_direction,no,no,no,no,no,no,no,30.01204,6.82421,21.34765,hard,warning
1,no,yes,straight,stop,same_direction,no,no,no,no,no,no,no,6.494025e-05,1.501546,25.9878,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,38.00016,2.153278,30.02885,hard,warning
3,yes,yes,straight,straight,same_direction,no,no,no,no,no,no,no,80.00002,5.948276,32.74042,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,50.00094,5.068992,12.88561,hard,warning
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,50.00022,1.431321,16.25091,hard,danger
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,20.0,1.776416,42.8982,normal,danger
2,yes,yes,turn_right,straight,same_direction,no,no,no,yes,yes,yes,yes,20.00873,1.774709,49.06092,easy,danger
1,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,48.69501,1.895805,14.34669,hard,danger
2,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,20.00027,4.97801,35.55964,normal,warning
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,yes,yes,50.00002,1.882588,14.39218,hard,danger
4,yes,no,turn_right,turn left,opposite_direction,no,no,yes,no,no,no,yes,30.00001,5.204688,27.65883,hard,warning
1,no,yes,straight,stop,from_left,yes,no,no,no,yes,no,yes,0.0001824537,2.696534,9.826713,hard,warning
3,yes,yes,straight,stop,same_direction,no,no,yes,no,no,yes,yes,4.866394,5.954673,5.450573,hard,warning
1,no,yes,straight,straight,same_direction,no,no,yes,no,no,no,yes,20.00003,2.981555,24.58378,normal,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,50.01444,1.898211,38.22029,normal,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,yes,no,yes,20.0005,4.420895,19.35508,hard,warning
2,yes,no,turn left,stop,opposite_direction,no,no,yes,no,no,no,yes,28.23877,2.745162,7.860368,easy,warning
1,no,no,straight,stop,same_direction,no,no,no,no,no,no,no,0.0001085193,3.421539,29.16573,normal,warning
1,yes,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,38.71568,4.412188,6.126771,normal,warning
1,no,yes,straight,straight,opposite_direction,no,no,no,no,no,no,no,50.00037,2.733168,26.76102,normal,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,50.00056,1.823674,30.90965,hard,danger
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,39.67434,2.383147,11.96113,hard,warning
2,no,yes,straight,straight,opposite_direction,no,no,yes,no,no,no,yes,20.00042,1.966433,12.41368,normal,danger
2,yes,no,turn left,stop,opposite_direction,no,yes,yes,no,yes,yes,yes,0.0001409091,5.408057,30.12225,normal,warning
4,yes,no,turn_right,turn_right,same_direction,no,no,no,no,no,no,no,14.63237,2.264554,14.17978,hard,warning
1,yes,yes,turn_right,stop,opposite_direction,yes,no,yes,no,no,yes,yes,22.62928,0.0,15.51571,normal,collision
3,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,80.00056,6.318066,25.14451,easy,danger
2,no,yes,reverse,straight,opposite_direction,no,no,yes,no,no,no,yes,20.01297,0.9260073,7.222858,normal,danger
3,yes,yes,stop,turn_right,same_direction,no,no,no,no,no,no,no,30.55348,1.124411,3.650496,easy,warning
1,no,no,straight,stop,same_direction,no,no,no,no,no,no,no,15.43105,8.068768,10.37181,normal,warning
1,yes,yes,turn_right,turn_right,same_direction,no,no,no,no,no,yes,yes,9.080123,2.608659,25.61346,hard,warning
4,yes,no,turn left,turn left,opposite_direction,no,no,yes,yes,no,yes,yes,30.00037,3.114797,1.597061,hard,warning
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,20.0,4.729805,43.20142,hard,warning
2,yes,no,reverse,turn_right,from_right,no,no,yes,yes,yes,yes,yes,26.19289,0.1914828,7.206856,easy,danger
1,no,yes,straight,turn_right,from_left,no,no,no,no,no,no,no,32.68312,6.028672,3.406171,hard,warning
3,yes,yes,straight,stop,same_direction,no,no,no,no,no,yes,yes,6.800072,4.920406,27.60656,hard,warning
2,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,25.00322,4.84027,8.132678,hard,warning
1,yes,yes,turn left,turn left,same_direction,no,no,yes,no,no,yes,yes,0.0001628592,7.93669,13.49107,hard,warning
2,yes,yes,turn left,turn_right,from_left,no,no,no,no,no,no,no,50.00001,6.861067,8.519126,normal,warning
1,no,yes,reverse,straight,opposite_direction,yes,no,no,no,no,no,yes,50.00001,1.937342,4.811417,hard,danger
1,no,yes,straight,stop,same_direction,yes,no,no,no,no,no,yes,9.251175e-05,6.183412,26.80957,easy,warning
1,yes,yes,straight,stop,from_right,no,yes,no,no,no,yes,yes,9.385017e-05,4.460152,14.2429,easy,warning
1,yes,yes,stop,straight,from_left,yes,no,yes,no,no,no,yes,6.72016,6.487751,0.8502198,hard,warning
2,yes,no,turn left,turn left,opposite_direction,no,yes,yes,no,no,no,yes,30.00023,1.506425,18.24195,normal,danger
1,no,yes,straight,straight,same_direction,no,no,no,no,no,no,no,20.00007,4.156907,54.79886,hard,warning
2,yes,yes,turn left,straight,from_left,no,no,no,no,no,no,no,3.55205,6.304469,14.64902,hard,warning
1,yes,yes,turn left,turn left,from_left,yes,no,no,no,yes,yes,yes,17.22846,1.806429,12.50973,hard,danger
